locale,group,key,value,basis,source,section,sourceTerm,note
"fr-FR","names","Blue Back","Fond bleu","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Fond&oldid=34244239","Fond","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","RIGHT","Droite","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=droite&oldid=39719768","droite","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","UP","Haut","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Haut&oldid=39619670","Haut","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","DOWN","Bas","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Bas&oldid=39742895","Bas","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","LEFT","Gauche","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=gauche&oldid=39776883","gauche","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Show/Hide","Afficher/Masquer","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=afficher&oldid=39719314","afficher","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Hexagon","Hexagone","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Hexagone&oldid=38453087","Hexagone","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Octagon","Octogone","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=octogone&oldid=39246516","octogone","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Square","Carré","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Carr%C3%A9&oldid=38535806","Carré","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Look At Face","Viser le visage","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=visage&oldid=39772146","visage","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Look Up","Viser vers le haut","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Viser&oldid=34420197","Viser","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Look Down","Viser vers le bas","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Viser&oldid=34420197","Viser","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Look At Feet","Viser les pieds","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Viser&oldid=34420197","Viser","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Track Self","Se suivre","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=suivre&oldid=39776790","suivre","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Track Self...","Se suivre...","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=suivre&oldid=39776790","suivre","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Macro","Macro","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=macro&oldid=36825860","macro","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Quick Selfie","Selfie rapide","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=selfie&oldid=39825226","selfie","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Extra...","Autres...","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=autres&oldid=34686269","autres","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Movie Mode","Mode vidéo","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=vid%C3%A9o&oldid=39774254","vidéo","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Avatar-Drop","Fixer à l'avatar","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=fixer&oldid=39771170","fixer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","3D Mode","Mode 3D","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Mode&oldid=37371405","Mode","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Retained tokens identify a technical function, display system, sensor format, or named aspect-ratio standard; they are not untranslated ordinary prose."
"fr-FR","names","Mount Swap","Changer de support","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=changer&oldid=39841310","changer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Hide Lens","Masquer l'objectif","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=masquer&oldid=39742630","masquer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Sensor Type","Taille du capteur","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=capteur&oldid=39851107","capteur","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Bokeh Shape","Forme du bokeh","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=forme&oldid=39849016","forme","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Move HUD","Déplacer le HUD","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=d%C3%A9placer&oldid=39791150","déplacer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Retained tokens identify a technical function, display system, sensor format, or named aspect-ratio standard; they are not untranslated ordinary prose."
"fr-FR","names","Hand-Rotate","Rotation à la main","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Rotation&oldid=35962963","Rotation","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Change Angle","Changer l'orientation","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=changer&oldid=39841310","changer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Move Camera","Déplacer la caméra","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=d%C3%A9placer&oldid=39791150","déplacer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Drone Speed","Vitesse du drone","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Vitesse&oldid=39317721","Vitesse","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Move Pivot","Déplacer le pivot","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=d%C3%A9placer&oldid=39791150","déplacer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Track Pivot","Suivre le pivot","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=suivre&oldid=39776790","suivre","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Smoothing","Lissage du suivi","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=lissage&oldid=38485592","lissage","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Drop Pivot","Placer le pivot","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=placer&oldid=39774485","placer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Vertical Lock","Verrouillage vertical","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=verrouillage&oldid=34328716","verrouillage","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Avatar AF","Autofocus sur l'avatar","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=autofocus&oldid=34685448","autofocus","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Move Focus","Déplacer la mise au point","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=d%C3%A9placer&oldid=39791150","déplacer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Pro Autofocus","Autofocus avancé","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=autofocus&oldid=34685448","autofocus","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","AF-ON","Activer l'autofocus","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=activer&oldid=38990877","activer","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","AF Lock","Verrouiller la mise au point","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=verrouiller&oldid=38493151","verrouiller","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Avatar Priority","Priorité à l'avatar","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=priorit%C3%A9&oldid=39773711","priorité","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Custom","Fonctions supplémentaires","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=suppl%C3%A9mentaires&oldid=36157744","supplémentaires","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Far Clip Plane","Plan de coupe éloigné","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=%C3%A9loign%C3%A9&oldid=39342741","éloigné","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Smooth DoF Edges","Adoucir les contours de profondeur de champ","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=profondeur&oldid=39827443","profondeur","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Softness","Douceur","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Douceur&oldid=39558399","Douceur","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Soft transition width for this specific blur/edge effect; not image contrast or material softness."
"fr-FR","names","Smooth Rotate","Rotation fluide","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Rotation&oldid=35962963","Rotation","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Anamorphic Bokeh","Bokeh anamorphique","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=anamorphique&oldid=39189107","anamorphique","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Transverse CA","Aberration chromatique transversale","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=transversale&oldid=39464812","transversale","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Axial CA","Aberration chromatique axiale","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=chromatique&oldid=39559175","chromatique","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Axial Focus-Aware","Liée à la mise au point","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=point&oldid=39772006","point","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Magenta-Green","Magenta-Vert","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Magenta&oldid=39758479","Magenta","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Shadows","Ombres","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Ombres&oldid=36546378","Ombres","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Midtones","Tons moyens","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=moyens&oldid=39233731","moyens","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Highlights","Hautes lumières","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=lumi%C3%A8res&oldid=34815210","lumières","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Depth Fog","Brouillard de profondeur","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=brouillard&oldid=39772558","brouillard","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Start Distance","Distance de début","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=distance&oldid=39844938","distance","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Speed","Vitesse","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Vitesse&oldid=39317721","Vitesse","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Fisheye Lens","Objectif fisheye","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=objectif&oldid=39848908","objectif","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Roundness","Arrondi","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=arrondi&oldid=39728301","arrondi","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Lens Size","Taille de l'objectif","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Taille&oldid=38903617","Taille","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Edge Softness","Contour progressif","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=progressif&oldid=38494553","progressif","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Soft transition width for this specific blur/edge effect; not image contrast or material softness."
"fr-FR","names","Reverse Fisheye","Fisheye inversé","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=invers%C3%A9&oldid=39491102","inversé","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","X","Position horizontale","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=horizontale&oldid=39593223","horizontale","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Y","Position verticale","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=verticale&oldid=39179447","verticale","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Letterbox","Bandes cinémascope","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=cin%C3%A9mascope&oldid=39782573","cinémascope","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","2.39:1 Cinemascope","2.39:1 Cinémascope","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Cin%C3%A9mascope&oldid=34630994","Cinémascope","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","2.35:1 Anamorphic","2.35:1 Anamorphique","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=anamorphique&oldid=39189107","anamorphique","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","2.00:1 Univisium","2.00:1 Univisium","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified. Retained tokens identify a technical function, display system, sensor format, or named aspect-ratio standard; they are not untranslated ordinary prose."
"fr-FR","names","1.85:1 Theatrical","1.85:1 Cinéma","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=cin%C3%A9ma&oldid=39818879","cinéma","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","16:9 Widescreen","16:9 Écran large","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=%C3%A9cran&oldid=39770476","écran","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","3:2 DSLR","3:2 Reflex numérique","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=num%C3%A9rique&oldid=39771540","numérique","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","4:3 Classic","4:3 Classique","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=classique&oldid=39772527","classique","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","1:1 Square","1:1 Carré","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Carr%C3%A9&oldid=38535806","Carré","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","4:5 Portrait","4:5 Portrait","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Portrait&oldid=39649652","Portrait","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Portrait means vertical frame orientation here, never the portrait color preset."
"fr-FR","names","9:16 Vertical","9:16 Vertical","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=vertical&oldid=39797910","vertical","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Block Size","Taille des blocs","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Taille&oldid=38903617","Taille","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Dither","Tramage","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"fr-FR","names","Posterize","Isohélie","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"fr-FR","names","Tilt-Shift","Bascule et décentrement","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"fr-FR","names","Depth Mode","Mode profondeur","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=profondeur&oldid=39827443","profondeur","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Width","Largeur","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"fr-FR","names","Angle","Angle","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=angle&oldid=39846395","angle","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Vignette","Vignetage","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"fr-FR","names","Zoom Blur","Flou de zoom","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=flou&oldid=39781928","flou","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Center X","Centre horizontal","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Centre&oldid=39472643","Centre","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Center Y","Centre vertical","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=vertical&oldid=39797910","vertical","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Focus Zone","Zone de mise au point","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=point&oldid=39772006","point","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Spread","Étendue","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"fr-FR","names","Focus Distance","Distance de mise au point","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=distance&oldid=39844938","distance","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Manual Focus Assist","Assistance de mise au point manuelle","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=manuelle&oldid=38109853","manuelle","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Zone Size","Taille de la zone","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Taille&oldid=38903617","Taille","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"fr-FR","names","Zone Softness","Douceur de la zone","dictionary-candidate","https://fr.wiktionary.org/w/index.php?title=Douceur&oldid=39558399","Douceur","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Soft transition width for this specific blur/edge effect; not image contrast or material softness."
